City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Beloha,MG,-25.1667,45.05,75.9,82,57,6.98,light rain
701,Zyryanka,RU,65.75,150.85,-2.69,92,100,13.73,overcast clouds
702,Praia,CV,14.9215,-23.5087,84.74,32,0,21.85,clear sky
703,Sakaiminato,JP,35.55,133.2333,46.38,87,20,2.3,few clouds
704,Ciudad Bolivar,VE,8.1222,-63.5497,97.16,30,74,8.1,broken clouds
705,Nyalikungu,TZ,-3.1833,33.7833,71.29,58,75,6.13,broken clouds
706,Totness,SR,5.8833,-56.3167,77.2,89,96,10.27,light rain
707,San Carlos De Bariloche,AR,-41.1456,-71.3082,60.55,51,20,3.44,few clouds
708,Henties Bay,NA,-22.116,14.2845,63.45,75,1,7.56,clear sky
709,Niltepec,MX,16.5667,-94.6167,79.95,53,25,17.6,scattered clouds
710,Qandala,SO,11.472,49.8728,82.04,65,99,4.99,overcast clouds
711,Bonavista,CA,48.6499,-53.1147,32.58,87,100,11.21,overcast clouds
712,Moron,AR,-34.6534,-58.6198,79.02,70,0,6.35,clear sky
713,Chaska,US,44.7894,-93.6022,40.77,62,0,12.66,clear sky
714,Colombo,LK,6.9319,79.8478,73.35,78,100,1.57,overcast clouds
715,Nelson Bay,AU,-32.7167,152.15,69.01,91,95,12.82,overcast clouds
716,Rondonopolis,BR,-16.4708,-54.6356,90.59,51,21,5.03,few clouds
717,Bugene,TZ,-1.5911,31.1403,61.77,87,71,3.0,broken clouds
718,Epinal,FR,48.1833,6.45,53.15,92,96,18.75,overcast clouds
719,Ukiah,US,39.1502,-123.2078,69.44,54,0,0.0,clear sky
720,Pontes E Lacerda,BR,-15.2261,-59.3353,90.25,53,0,2.77,clear sky
721,Tema,GH,5.667,-0.0166,79.21,83,75,13.8,broken clouds
722,Mizdah,LY,31.4451,12.9801,72.05,18,44,10.6,scattered clouds
